Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,BoilGravityMod
8993,20.82,1.078,1.019,7.74,85.24,4.82,22.71,60,68.0,,Specific Gravity,BIAB,1.0,20.0,1.042
8994,20.82,1.056,1.015,5.37,41.41,39.29,26.5,60,70.0,1.4,Specific Gravity,All Grain,0.75,,1.047
8995,20.82,1.062,1.012,6.66,79.48,6.11,28.39,60,55.0,1.5,Specific Gravity,All Grain,0.75,18.33,1.042
8996,21.0,1.069,1.011,7.52,51.56,6.69,28.5,70,60.0,3.0,Specific Gravity,All Grain,0.75,18.0,1.061
8997,27.0,1.06,1.015,5.93,32.19,13.02,29.0,60,65.0,2.5,Specific Gravity,All Grain,1.5,10.0,1.051
8998,20.82,1.058,1.004,7.17,60.24,4.82,24.61,60,66.0,,Specific Gravity,BIAB,1.0,17.78,1.046
8999,20.82,1.067,1.013,7.1,53.05,7.65,28.39,60,70.0,,Specific Gravity,BIAB,,18.89,1.041
9000,22.0,1.061,1.012,6.45,45.02,7.87,28.4,60,75.0,,Specific Gravity,BIAB,,,1.044
9001,20.82,1.043,1.012,4.06,38.52,3.9,13.25,60,30.0,,Specific Gravity,Partial Mash,0.75,16.67,1.031
9002,18.93,1.096,1.024,9.42,97.64,50.0,11.36,60,35.0,,Specific Gravity,extract,,20.0,1.08
9003,22.0,1.07,1.017,6.85,63.32,10.29,32.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.044
9004,18.93,1.089,1.021,8.88,85.62,7.53,28.39,60,70.0,1.25,Specific Gravity,All Grain,,,1.06
9005,18.93,1.0490000000000002,1.009,5.27,19.74,2.9,24.61,60,80.0,,Specific Gravity,BIAB,0.75,22.78,1.052
9006,9.46,1.054,1.007,6.15,76.5,4.77,14.2,60,65.0,1.75,Specific Gravity,All Grain,0.35,21.11,1.037
9007,40.0,1.055,1.016,5.11,53.11,4.35,48.0,60,70.0,3.6,Specific Gravity,All Grain,,21.0,1.039
9008,22.71,1.061,1.01,6.8,65.84,5.67,25.55,60,70.0,1.5,Specific Gravity,All Grain,,21.11,1.053
9009,18.93,1.069,1.012,7.41,78.91,4.29,23.09,60,65.0,1.5,Specific Gravity,All Grain,,,1.057
9010,20.82,1.07,1.006,8.31,63.87,9.18,24.61,60,75.0,1.5,Specific Gravity,All Grain,,22.22,1.048
9011,18.93,1.051,1.011,5.2,54.05,11.98,28.39,60,63.0,1.5,Specific Gravity,All Grain,,20.0,1.041
9012,8.52,1.0659999999999998,1.017,6.47,96.64,14.97,13.25,60,75.0,1.5,Specific Gravity,All Grain,,21.11,1.035
9013,18.93,1.063,1.016,6.16,0.0,6.99,22.71,60,75.0,,Specific Gravity,All Grain,,,1.041
9014,20.82,1.07,1.013,7.49,36.01,9.83,26.12,60,80.0,1.33,Specific Gravity,All Grain,,20.0,1.061
9015,37.85,1.051,1.013,5.03,63.39,39.52,47.32,60,70.0,1.2,Specific Gravity,All Grain,,20.56,1.051
9016,37.85,1.069,1.013,7.35,66.14,6.59,43.53,60,70.0,,Specific Gravity,BIAB,0.35,20.0,1.106
9017,20.82,1.046,1.009,4.83,57.36,5.29,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.2428501978518935
9018,19.68,1.053,1.013,5.31,21.31,4.97,28.39,60,65.0,,Specific Gravity,All Grain,0.35,,1.047
9019,20.82,1.05,1.009,5.36,40.29,5.84,28.39,60,72.0,1.5,Specific Gravity,All Grain,1.0,18.33,1.044
9020,20.82,1.053,1.013,5.23,41.93,6.14,28.39,60,35.0,,Specific Gravity,extract,,,1.055
9021,20.82,1.083,1.02,8.38,318.78,6.7,29.3,60,65.0,,Specific Gravity,All Grain,1.0,19.44,1.052
9022,23.0,1.048,1.008,5.28,47.23,4.07,28.0,60,65.0,,Specific Gravity,BIAB,0.75,19.0,1.044
9023,20.8,1.068,1.017,6.72,64.89,7.65,28.4,60,70.0,3.1,Specific Gravity,All Grain,,20.0,1.036
9024,41.64,1.081,1.02,7.94,111.95,10.3,56.78,90,70.0,,Specific Gravity,All Grain,,,1.047
9025,13.25,1.064,1.021,5.64,95.28,6.14,7.57,60,35.0,,Specific Gravity,extract,,,1.034
9026,128.7,1.068,1.009,7.74,48.12,6.73,143.85,90,70.0,1.0,Specific Gravity,All Grain,,,1.038
9027,20.82,1.064,1.012,6.82,94.02,6.68,24.61,60,55.0,,Specific Gravity,Partial Mash,0.35,20.56,8.7
9028,30.0,1.051,1.008,5.54,36.05,8.16,37.0,60,68.0,3.0,Specific Gravity,All Grain,0.5,18.0,1.0590000000000002
9029,60.0,1.052,1.012,5.36,19.94,4.83,70.0,60,67.0,3.0,Specific Gravity,All Grain,0.75,19.0,1.054
9030,20.82,1.06,1.015,5.94,53.59,9.09,11.36,60,35.0,,Specific Gravity,extract,,,1.051
9031,18.93,1.099,1.028,9.29,60.14,50.0,22.71,60,35.0,,Specific Gravity,extract,,,1.123
9032,20.0,1.057,1.007,6.57,26.4,9.13,24.0,60,62.0,2.7,Specific Gravity,All Grain,0.75,26.0,1.081
9033,20.82,1.06,1.014,6.03,32.03,5.88,28.39,90,90.0,,Specific Gravity,BIAB,,20.0,1.106
9034,18.93,1.064,1.011,6.93,61.49,7.18,11.36,60,35.0,,Specific Gravity,extract,,,1.047
9035,43.53,1.078,1.021,7.46,70.26,9.71,15.14,60,35.0,,Specific Gravity,extract,1.25,20.0,1.046
9036,22.71,1.052,1.014,4.96,30.01,16.9,28.39,60,35.0,,Specific Gravity,extract,0.75,21.11,1.047
9037,25.0,1.0590000000000002,1.01,6.46,60.88,6.09,28.0,60,72.0,3.0,Specific Gravity,All Grain,,19.0,1.072
9038,50.0,1.055,1.013,5.5,31.22,30.45,55.0,80,72.0,3.0,Specific Gravity,All Grain,0.5,20.0,1.052
9039,20.82,1.061,1.015,6.13,41.21,20.06,11.36,60,35.0,,Specific Gravity,Partial Mash,,,1.038
9040,20.82,1.084,1.019,8.49,78.6,8.62,24.61,60,60.0,1.25,Specific Gravity,All Grain,0.5,21.11,1.045
9041,20.82,1.0659999999999998,1.023,5.67,70.8,6.93,26.76,60,70.0,,Specific Gravity,All Grain,0.75,20.56,1.044
9042,83.28,1.088,1.024,8.5,34.42,21.98,90.85,60,85.0,1.5,Specific Gravity,All Grain,,18.33,1.042
9043,22.71,1.052,1.009,5.59,22.35,3.29,28.01,60,70.0,,Specific Gravity,All Grain,,16.67,1.051
9044,20.82,1.0490000000000002,1.011,4.92,0.0,3.44,24.61,60,75.0,1.5,Specific Gravity,All Grain,,,1.031
9045,42.0,1.05,1.007,5.57,39.09,14.45,51.0,60,75.0,3.0,Specific Gravity,All Grain,0.75,20.0,1.035
9046,20.82,1.057,1.01,6.21,65.98,6.97,28.39,60,65.0,,Specific Gravity,BIAB,0.35,22.22,1.088
9047,18.93,1.047,1.009,4.91,15.66,17.18,18.93,60,35.0,,Specific Gravity,extract,,20.0,1.12
9048,41.0,18.6204,4.51312,7.76,72.38,6.92,59.0,60,80.0,3.67,Plato,All Grain,,19.0,10.9
9049,22.71,1.06,1.011,6.33,69.36,18.74,26.5,70,70.0,1.5,Specific Gravity,All Grain,1.25,20.0,1.0490000000000002
9050,18.93,1.087,1.023,8.49,40.25,7.24,18.93,60,35.0,,Specific Gravity,extract,0.35,10.0,1.081
9051,18.93,1.074,1.013,8.03,154.9,6.19,29.75,90,70.0,1.25,Specific Gravity,All Grain,1.0,20.0,1.063
9052,20.82,1.051,1.013,4.97,18.61,6.76,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.075
9053,19.68,1.06,1.002,7.69,27.33,7.12,26.5,60,66.0,,Specific Gravity,BIAB,0.75,24.44,1.06
9054,20.0,1.062,1.016,6.06,62.68,8.82,23.8,60,70.0,,Specific Gravity,All Grain,,16.0,1.051
9055,24.61,1.051,1.013,5.07,65.56,3.87,17.03,60,74.0,,Specific Gravity,BIAB,0.5,25.56,1.074
9056,20.82,1.062,1.018,5.75,43.51,40.34,24.61,60,35.0,,Specific Gravity,extract,1.0,20.0,1.041
9057,20.82,1.056,1.014,5.5,45.6,7.91,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,1.027
9058,60.0,1.036,1.009,3.53,0.0,3.6,28.4,60,70.0,3.1,Specific Gravity,All Grain,,,1.086
9059,39.75,1.075,1.014,8.02,242.22,5.89,51.1,90,70.0,1.35,Specific Gravity,All Grain,,,1.038
9060,18.93,1.054,1.013,5.45,39.39,3.84,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.038
9061,15.14,1.056,1.017,5.04,29.93,20.2,18.93,90,65.0,1.33,Specific Gravity,All Grain,0.75,21.11,1.05
9062,53.5,1.067,1.014,6.92,64.4,4.97,64.0,60,72.0,3.1,Specific Gravity,All Grain,,19.0,1.081
9063,18.93,1.062,1.016,5.99,33.59,18.96,11.36,60,35.0,,Specific Gravity,extract,0.35,25.56,1.099
9064,53.0,1.054,1.009,5.99,46.65,5.69,56.0,60,75.0,4.6,Specific Gravity,All Grain,0.75,20.0,1.2661630837657525
9065,20.82,1.054,1.015,5.15,27.71,16.95,24.61,60,73.0,2.0,Specific Gravity,All Grain,,18.89,1.04
9066,6.44,1.074,1.021,6.97,125.97,14.52,9.46,45,70.0,,Specific Gravity,BIAB,1.0,23.33,1.25478625
9067,22.71,1.062,1.012,6.54,57.4,5.24,26.5,60,72.0,1.5,Specific Gravity,All Grain,,20.0,1.038
9068,124.92,1.057,1.013,5.75,24.86,20.18,151.42,60,70.0,1.5,Specific Gravity,All Grain,,,11.2
9069,23.0,1.073,1.014,7.7,107.5,37.74,28.0,75,75.0,2.7,Specific Gravity,All Grain,,20.0,1.2428501978518935
9070,44.0,1.05,1.008,5.5,55.77,6.43,44.0,60,75.0,,Specific Gravity,BIAB,,18.0,1.052
9071,20.82,1.079,1.019,7.92,59.12,4.22,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.35,18.33,1.044
9072,22.71,1.08,1.016,8.41,89.52,5.81,26.5,60,80.0,1.5,Specific Gravity,All Grain,,20.0,1.063
9073,7.57,1.052,1.009,5.66,31.74,7.07,9.46,60,70.0,,Specific Gravity,BIAB,0.5,23.89,1.1
9074,19.0,1.061,1.012,6.5,41.57,7.24,28.5,60,70.0,3.0,Specific Gravity,All Grain,,20.0,1.062
9075,45.42,1.062,1.015,6.09,111.73,6.42,53.0,60,80.0,,Specific Gravity,BIAB,,,1.052
9076,20.82,1.047,1.011,4.81,23.88,6.12,28.39,60,83.0,1.4,Specific Gravity,All Grain,,,1.05
9077,25.0,1.068,1.017,6.7,50.49,6.22,28.5,70,80.0,3.0,Specific Gravity,All Grain,0.35,21.0,1.044
9078,22.71,1.042,1.008,4.49,165.61,4.03,28.39,60,60.0,,Specific Gravity,BIAB,1.0,15.56,1.067
9079,22.0,1.054,1.013,5.42,38.95,14.1,29.5,60,55.0,3.0,Specific Gravity,All Grain,1.0,17.0,1.046
9080,18.93,1.082,1.013,9.1,0.0,4.1,21.58,60,72.0,,Specific Gravity,All Grain,,,1.061
9081,20.82,1.055,1.01,5.96,33.13,3.89,29.34,75,70.0,1.25,Specific Gravity,All Grain,,22.22,1.084
9082,41.64,1.06,1.014,6.09,62.64,40.0,49.21,60,35.0,,Specific Gravity,extract,,,1.054
9083,20.82,1.069,1.012,7.49,69.03,16.31,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.04
9084,20.82,1.065,1.017,6.25,110.35,4.84,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.75,19.44,1.037
9085,18.0,1.052,1.013,5.1,12.82,3.92,22.5,60,80.0,,Specific Gravity,BIAB,,,1.042
9086,3.79,1.0759999999999998,1.019,7.52,60.08,25.14,5.68,60,35.0,,Specific Gravity,extract,0.35,20.0,1.051
9087,38.0,1.037,1.006,4.08,0.0,2.9,45.0,60,60.0,3.0,Specific Gravity,All Grain,1.5,11.0,1.028
9088,23.0,1.072,1.014,7.67,0.0,26.78,11.0,60,35.0,,Specific Gravity,extract,,18.0,1.048
9089,7.57,1.1,1.022,10.25,0.0,22.76,3.79,90,35.0,,Specific Gravity,extract,,,1.064
9090,24.61,1.046,1.009,4.94,79.67,33.13,30.28,60,65.0,1.5,Specific Gravity,All Grain,0.5,15.56,1.039
9091,20.82,1.045,1.012,4.31,24.05,16.77,26.5,60,65.0,,Specific Gravity,BIAB,0.75,18.33,1.023
9092,18.93,1.067,1.015,6.79,68.02,7.7,18.93,60,60.0,,Specific Gravity,Partial Mash,,21.67,1.166
9093,21.0,1.051,1.01,5.4,56.05,17.02,28.5,60,70.0,3.0,Specific Gravity,All Grain,,,1.0490000000000002
9094,20.82,1.056,1.014,5.49,94.43,4.08,28.39,60,65.0,,Specific Gravity,BIAB,0.5,,1.041
9095,22.71,1.064,1.013,6.69,62.68,6.44,35.96,150,75.0,,Specific Gravity,BIAB,,18.89,1.05
9096,14.0,1.089,1.025,8.45,81.85,10.71,16.0,60,62.0,,Specific Gravity,All Grain,,,1.062
9097,18.93,1.048,1.008,5.21,43.08,5.4,28.39,60,35.0,1.5,Specific Gravity,All Grain,0.35,23.89,1.05
9098,50.0,1.056,1.016,5.37,76.57,10.48,60.0,60,75.0,3.0,Specific Gravity,All Grain,0.35,20.0,1.044
9099,40.0,1.0590000000000002,1.01,6.42,62.87,10.51,49.0,60,75.0,3.0,Specific Gravity,All Grain,,,1.04
9100,15.0,1.053,1.01,5.59,44.52,6.68,16.0,60,35.0,,Specific Gravity,extract,,,1.026
9101,20.82,1.055,1.017,5.01,34.09,13.07,26.5,70,76.5,1.75,Specific Gravity,All Grain,,21.11,1.053
9102,20.82,1.054,1.011,5.56,29.38,4.73,24.61,60,80.0,,Specific Gravity,BIAB,,18.33,1.034
9103,50.0,1.046,1.012,4.57,0.0,3.34,56.0,60,75.0,2.5,Specific Gravity,All Grain,,,1.046
9104,20.82,1.062,1.014,6.18,74.96,8.5,11.36,60,35.0,,Specific Gravity,extract,0.5,21.11,1.045
9105,23.0,1.054,1.011,5.67,39.8,7.45,26.0,75,72.0,,Specific Gravity,BIAB,,19.0,1.167
9106,22.71,1.056,1.013,5.61,66.4,6.45,24.98,60,75.0,1.25,Specific Gravity,All Grain,,22.22,1.0590000000000002
9107,50.0,1.06,1.01,6.51,74.5,12.99,55.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,25.0,1.006
9108,20.82,1.0659999999999998,1.016,6.63,62.51,7.65,28.39,90,75.0,1.25,Specific Gravity,All Grain,1.0,,1.028
9109,20.82,1.051,1.015,4.74,30.53,23.36,30.28,60,75.0,1.25,Specific Gravity,All Grain,1.25,20.0,1.046
9110,20.82,1.073,1.018,7.2,199.85,7.22,24.61,60,30.0,,Specific Gravity,extract,0.35,18.89,1.0490000000000002
9111,408.82,1.05,1.012,5.01,30.15,5.61,454.25,90,73.0,1.4,Specific Gravity,All Grain,0.35,20.0,1.042
9112,20.82,1.06,1.016,5.81,60.23,14.94,28.39,60,68.0,1.5,Specific Gravity,All Grain,,21.11,1.081
9113,13.25,1.078,1.022,7.39,133.42,6.64,18.93,60,60.0,,Specific Gravity,BIAB,,,1.106
9114,9.46,1.0590000000000002,1.01,6.44,30.3,9.37,15.14,60,75.0,,Specific Gravity,BIAB,,,1.06
9115,22.0,1.0659999999999998,1.017,6.47,46.17,7.02,28.5,60,80.0,,Specific Gravity,BIAB,,,1.058
9116,50.0,1.062,1.014,6.21,53.17,6.64,56.5,75,70.0,2.7,Specific Gravity,All Grain,1.25,18.0,1.047
9117,18.93,1.047,1.011,4.7,10.08,3.8,22.71,60,70.0,,Specific Gravity,extract,,,1.051
9118,18.93,1.065,1.01,7.27,58.62,3.84,26.5,60,78.0,1.5,Specific Gravity,All Grain,0.5,20.56,1.069
9119,20.82,1.058,1.015,5.9,35.46,39.33,26.5,90,45.0,1.25,Specific Gravity,All Grain,,,1.033
9120,18.93,1.047,1.009,5.04,30.14,6.55,19.49,15,35.0,,Specific Gravity,extract,,16.67,1.06
9121,15.14,1.054,1.006,6.25,41.84,6.6,22.71,60,68.0,1.5,Specific Gravity,All Grain,1.0,23.89,1.057
9122,23.0,1.058,1.011,6.12,40.78,8.73,25.5,60,71.0,5.0,Specific Gravity,All Grain,0.5,18.0,1.046
9123,18.93,1.065,1.015,6.57,86.04,7.67,24.61,60,35.0,,Specific Gravity,extract,,21.11,1.134
9124,41.64,1.061,1.014,6.11,23.32,32.39,49.21,60,70.0,1.5,Specific Gravity,All Grain,,,1.057
9125,18.93,1.054,1.015,5.21,52.07,13.44,11.36,60,35.0,,Specific Gravity,extract,,,1.144
9126,18.93,1.061,1.015,6.02,0.0,41.52,24.61,60,75.0,1.5,Specific Gravity,All Grain,,,1.042
9127,20.0,1.045,1.008,4.79,31.92,12.79,30.0,40,72.0,3.0,Specific Gravity,All Grain,,18.0,1.045
9128,41.64,1.047,1.011,4.79,68.48,9.6,49.21,60,62.0,1.5,Specific Gravity,All Grain,0.75,18.89,1.056
9129,20.82,16.0148,2.12124,7.51,77.47,6.7,24.61,75,60.0,1.5,Plato,All Grain,0.75,18.89,1.032
9130,21.0,1.07,1.016,7.04,72.13,6.08,24.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,25.0,1.031
9131,293.37,1.064,1.013,6.77,69.74,4.78,316.84,60,78.0,1.5,Specific Gravity,All Grain,1.0,,1.057
9132,200.0,1.085,1.016,9.07,90.79,14.38,220.0,75,75.0,3.1,Specific Gravity,All Grain,,20.0,1.038
9133,9.46,1.0590000000000002,1.011,6.28,53.39,6.5,14.2,60,65.0,1.5,Specific Gravity,All Grain,0.35,22.22,1.041
9134,13.25,1.09,1.021,9.09,144.64,33.89,22.71,75,75.0,1.25,Specific Gravity,All Grain,1.0,20.0,1.043
9135,22.71,1.065,1.013,6.77,56.43,7.58,29.34,60,75.0,1.5,Specific Gravity,All Grain,,18.89,1.046
9136,40.0,1.047,1.008,5.07,33.11,7.47,48.0,60,59.0,3.6,Specific Gravity,All Grain,,21.0,1.036
9137,24.61,1.063,1.014,6.5,81.4,4.33,30.28,90,70.0,1.25,Specific Gravity,All Grain,1.0,21.11,1.083
9138,20.82,1.05,1.012,4.98,19.99,4.64,34.07,60,50.0,1.75,Specific Gravity,All Grain,0.35,21.67,12.4
9139,3.79,1.052,1.013,5.15,9.19,5.87,6.44,60,62.5,1.5,Specific Gravity,All Grain,,,1.048
9140,18.93,1.037,1.01,3.52,46.66,3.02,25.21,60,65.0,,Specific Gravity,BIAB,0.35,21.11,1.045
9141,19.68,1.051,1.015,4.78,23.48,3.91,25.36,60,72.0,1.2,Specific Gravity,All Grain,,18.89,1.045
9142,18.93,1.045,1.01,4.64,149.81,10.42,11.36,60,50.0,,Specific Gravity,Partial Mash,,21.67,1.047
9143,20.82,1.055,1.014,5.39,43.61,5.58,22.71,60,70.0,,Specific Gravity,Partial Mash,,20.0,1.055
9144,20.82,1.0490000000000002,1.009,5.26,30.58,3.32,11.36,50,35.0,,Specific Gravity,Partial Mash,0.5,20.0,1.043
9145,40.0,1.05,1.01,5.31,40.59,9.56,47.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.051
9146,9.46,1.052,1.015,4.84,0.0,42.28,13.25,60,85.0,1.5,Specific Gravity,All Grain,0.35,21.67,1.043
9147,20.82,1.047,1.013,4.45,30.82,16.22,11.36,60,35.0,,Specific Gravity,extract,,,1.053
9148,21.0,1.054,1.013,5.38,22.15,13.97,28.5,60,70.0,3.0,Specific Gravity,All Grain,,,1.041
9149,20.82,1.06,1.015,5.87,20.78,18.04,26.5,60,70.0,1.5,Specific Gravity,All Grain,,,1.04
9150,24.61,1.067,1.017,6.5,98.37,3.91,30.28,90,80.0,,Specific Gravity,All Grain,1.0,20.0,1.048
9151,3.0,1.031,1.009,2.86,49.87,8.76,5.0,90,35.0,,Specific Gravity,BIAB,0.75,20.0,1.053
9152,47.32,1.055,1.014,5.43,48.79,6.84,53.0,60,72.0,1.3,Specific Gravity,All Grain,,,1.036
9153,20.82,1.039,1.01,4.1,0.0,13.0,13.25,60,75.0,,Specific Gravity,extract,,,1.053
9154,10.0,1.052,1.009,5.63,26.32,4.14,17.0,60,70.0,,Specific Gravity,BIAB,,20.0,1.065
9155,22.71,1.063,1.011,6.84,117.15,8.51,30.28,60,70.0,,Specific Gravity,BIAB,0.35,21.11,1.047
9156,20.82,1.045,1.01,4.58,18.24,3.45,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,1.017
9157,18.93,1.072,1.017,7.19,102.53,5.61,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.055
9158,20.82,1.072,1.012,7.89,80.37,9.77,24.61,90,72.0,1.5,Specific Gravity,All Grain,,22.22,1.035
9159,35.0,1.052,1.013,5.13,0.0,3.45,41.0,60,74.0,3.0,Specific Gravity,All Grain,,,1.037
9160,7.0,1.067,1.019,6.33,47.09,11.32,10.0,60,65.0,2.5,Specific Gravity,All Grain,0.75,18.0,1.038
9161,18.93,1.06,1.015,5.95,74.51,10.65,15.14,60,70.0,,Specific Gravity,Partial Mash,,,1.045
9162,23.0,1.036,1.007,3.82,30.69,5.19,28.4,60,70.0,3.1,Specific Gravity,All Grain,,,15.8
9163,20.82,1.0659999999999998,1.017,6.52,72.54,11.93,28.39,60,65.0,1.5,Specific Gravity,All Grain,,,1.044
9164,24.0,1.053,1.014,5.15,20.22,11.2,30.0,60,65.0,3.0,Specific Gravity,All Grain,0.35,19.0,1.063
9165,24.61,1.063,1.015,6.3,52.03,5.96,30.28,75,80.0,1.5,Specific Gravity,All Grain,0.75,20.0,1.048
9166,9.46,1.062,1.016,6.05,49.98,7.26,15.52,90,70.0,,Specific Gravity,BIAB,,,1.047
9167,18.93,1.057,1.01,6.23,80.52,5.9,22.71,60,50.0,,Specific Gravity,BIAB,0.35,22.22,1.038
9168,18.93,1.051,1.012,5.15,23.18,5.28,26.5,60,72.0,1.5,Specific Gravity,All Grain,,19.44,1.045
9169,18.93,1.071,1.018,6.87,47.56,8.07,24.61,60,65.0,1.5,Specific Gravity,All Grain,0.75,18.33,1.056
9170,18.93,1.057,1.011,6.05,40.76,6.09,26.5,60,60.0,1.25,Specific Gravity,All Grain,0.35,18.33,1.041
9171,21.0,1.062,1.012,6.6,25.74,11.1,11.0,60,35.0,,Specific Gravity,extract,,21.0,1.056
9172,24.0,1.054,1.012,5.45,31.15,6.44,31.0,90,77.0,3.0,Specific Gravity,All Grain,1.25,18.0,1.046
9173,50.0,1.063,1.017,5.99,84.09,6.96,48.0,60,70.0,,Specific Gravity,BIAB,,21.0,1.042
9174,21.2,1.089,1.025,8.45,42.09,16.49,26.12,60,83.0,1.5,Specific Gravity,All Grain,,20.0,1.048
9175,21.0,1.053,1.008,5.86,40.54,7.58,9.0,60,60.0,,Specific Gravity,Partial Mash,,,1.044
9176,24.61,1.07,1.016,7.15,106.43,5.33,30.28,90,72.0,1.56,Specific Gravity,All Grain,1.25,19.44,1.0759999999999998
9177,24.0,1.083,1.019,8.44,76.65,38.89,32.0,75,75.0,3.4,Specific Gravity,All Grain,0.75,20.0,1.04
9178,21.5,1.062,1.012,6.49,68.89,22.78,28.0,60,60.0,3.0,Specific Gravity,All Grain,,25.0,1.3408930163447252
9179,18.93,1.056,1.005,6.74,122.72,2.2,28.39,30,35.0,,Specific Gravity,extract,,,1.046
9180,17.0,1.054,1.013,5.29,0.0,5.46,21.0,60,70.0,3.0,Specific Gravity,All Grain,,,1.046
9181,25.0,1.06,1.017,5.69,12.96,9.27,7.0,70,56.0,3.0,Specific Gravity,All Grain,,22.0,1.035
9182,62.46,1.054,1.011,5.63,37.15,9.53,51.1,90,82.0,1.5,Specific Gravity,All Grain,,18.89,1.041
9183,20.82,1.084,1.024,7.98,120.93,10.35,12.3,60,65.0,,Specific Gravity,Partial Mash,0.5,21.11,1.045
9184,10.0,1.047,1.009,5.0,40.67,7.29,13.0,60,60.0,,Specific Gravity,BIAB,,21.0,1.052
9185,11.36,1.055,1.014,5.36,42.17,9.19,15.14,60,35.0,,Specific Gravity,extract,,21.11,1.038
9186,50.0,1.067,1.011,7.46,30.22,4.44,60.0,60,72.0,2.8,Specific Gravity,All Grain,0.75,18.0,1.048
9187,41.64,1.073,1.015,7.6,74.86,6.52,45.42,90,70.0,1.5,Specific Gravity,All Grain,,20.0,1.053
9188,22.71,1.0590000000000002,1.014,6.0,55.21,15.26,28.39,60,70.0,1.5,Specific Gravity,All Grain,,20.0,1.046
9189,3.79,1.055,1.014,5.5,25.35,14.94,7.57,60,68.0,,Specific Gravity,BIAB,,,1.041
9190,23.0,1.063,1.014,6.45,60.23,8.54,28.0,90,80.0,2.5,Specific Gravity,All Grain,,19.0,1.043
9191,22.71,1.063,1.016,6.14,50.42,8.05,28.77,60,70.0,,Specific Gravity,BIAB,1.0,18.33,1.064
9192,21.0,1.056,1.011,5.93,52.74,4.37,28.5,60,65.0,3.0,Specific Gravity,All Grain,,20.0,1.043
9193,20.0,1.065,1.018,6.15,69.36,9.72,24.0,60,50.0,,Specific Gravity,extract,,19.0,1.055
9194,18.93,1.075,1.018,7.5,16.94,3.91,15.14,60,35.0,,Specific Gravity,extract,,,1.053
9195,21.77,1.079,1.019,7.87,23.61,4.79,28.39,60,75.0,,Specific Gravity,All Grain,,20.0,1.063
9196,21.0,1.067,1.012,7.34,68.18,8.47,28.5,60,65.0,,Specific Gravity,BIAB,,,1.035
9197,80.0,1.048,1.012,4.69,8.28,3.32,92.0,75,75.0,2.5,Specific Gravity,All Grain,,18.0,1.044
9198,7.57,1.056,1.012,5.81,49.73,6.85,9.46,60,39.0,,Specific Gravity,BIAB,0.5,17.78,1.044
9199,18.93,1.069,1.019,6.55,28.85,22.43,30.28,90,68.0,,Specific Gravity,BIAB,2.0,20.0,1.045
9200,21.0,1.053,1.01,5.77,37.0,9.79,30.0,60,50.0,,Specific Gravity,BIAB,,20.0,1.045
9201,23.0,1.039,1.005,4.4,0.0,4.85,12.0,60,35.0,,Specific Gravity,extract,,,1.104
9202,21.77,1.058,1.016,5.49,71.73,4.8,22.71,60,70.0,1.5,Specific Gravity,All Grain,,,1.038
9203,50.0,1.058,1.013,5.9,71.96,8.31,55.0,60,75.0,3.0,Specific Gravity,All Grain,0.5,22.0,1.053
9204,39.75,1.073,1.018,7.2,33.74,23.74,44.48,60,75.0,1.2,Specific Gravity,All Grain,0.75,18.33,1.048
9205,40.0,1.048,1.009,5.07,38.24,7.37,40.0,60,55.0,,Specific Gravity,Partial Mash,,,9.8
9206,23.0,1.068,1.012,7.37,34.69,6.14,28.0,60,80.0,,Specific Gravity,All Grain,,,1.052
9207,20.82,1.061,1.011,6.6,75.47,6.9,28.39,60,72.0,1.3,Specific Gravity,All Grain,,21.67,1.065
9208,20.82,1.051,1.014,4.88,44.63,7.65,11.36,60,35.0,,Specific Gravity,extract,0.35,20.0,1.042
9209,25.0,1.051,1.009,5.51,26.72,15.77,29.0,60,80.0,,Specific Gravity,BIAB,,,13.3
9210,20.0,1.053,1.009,5.76,46.29,7.45,24.0,60,70.0,3.0,Specific Gravity,All Grain,0.75,19.0,1.048
9211,18.93,1.05,1.014,4.75,36.57,19.72,26.5,60,65.0,1.5,Specific Gravity,All Grain,0.5,-17.78,1.042
9212,20.82,1.058,1.014,5.66,68.67,5.51,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,18.33,1.047
9213,4.73,1.0590000000000002,1.014,5.9,30.92,3.64,5.68,15,35.0,,Specific Gravity,extract,,20.0,1.054
9214,18.93,1.08,1.019,8.05,107.97,42.84,28.39,60,70.0,1.25,Specific Gravity,All Grain,,20.0,1.04
