Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,Style,BoilGravityMod,PrimaryTempMod
18998,17.41,1.0490000000000002,1.012,4.93,15.66,3.48,22.71,60,70.0,,Specific Gravity,BIAB,,American Light Lager,1.038,20.0
18999,20.82,1.101,1.02,10.64,89.43,10.43,15.14,60,75.0,,Specific Gravity,Partial Mash,1.25,Imperial IPA,1.138,19.67822751322751
19000,23.0,1.058,1.015,5.59,82.48,6.41,27.0,60,80.0,3.0,Specific Gravity,All Grain,0.35,American Pale Ale,1.0490000000000002,18.0
19001,23.0,1.072,1.014,8.04,48.87,8.89,28.5,60,65.0,,Specific Gravity,BIAB,0.75,Imperial IPA,1.058,18.0
19002,18.93,1.072,1.026,6.01,12.8,11.16,11.36,60,35.0,,Specific Gravity,Partial Mash,0.35,American Pale Ale,1.12,23.89
19003,21.0,1.062,1.013,6.41,32.27,7.68,36.0,90,66.0,,Specific Gravity,BIAB,1.0,Saison,1.031,20.0
19004,20.82,1.063,1.011,6.81,59.4,6.49,28.39,60,70.0,,Specific Gravity,BIAB,0.35,American IPA,1.046,20.0
19005,21.5,1.054,1.009,5.85,37.66,6.14,26.0,70,72.0,5.0,Specific Gravity,All Grain,0.75,American Pale Ale,1.044,20.0
19006,20.82,1.071,1.018,6.96,51.26,13.04,28.39,60,70.0,1.3,Specific Gravity,All Grain,,American Pale Ale,1.052,21.11
19007,17.03,1.069,1.01,7.74,68.3,6.02,24.61,75,70.0,1.33,Specific Gravity,All Grain,0.35,American IPA,1.048,18.89
19008,22.71,1.065,1.015,6.56,126.9,6.62,30.28,60,85.0,1.5,Specific Gravity,All Grain,,American IPA,1.0490000000000002,19.576690909090907
19009,20.82,1.051,1.014,4.81,35.45,9.77,22.71,60,75.0,,Specific Gravity,All Grain,,American Pale Ale,1.047,19.508305489260145
19010,24.0,1.063,1.015,6.43,63.02,4.45,28.0,60,80.0,,Specific Gravity,BIAB,0.75,American IPA,1.054,20.0
19011,2454.0,1.045,1.008,4.98,56.09,3.71,2699.0,60,82.4,2.5,Specific Gravity,All Grain,0.75,American Pale Ale,1.041,20.0
19012,9.0,1.073,1.013,7.84,57.32,7.79,12.0,60,75.0,,Specific Gravity,BIAB,,American IPA,1.055,20.0
19013,20.82,1.069,1.013,7.39,75.44,7.2,28.39,60,82.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.051,20.0
19014,20.82,1.065,1.021,6.09,84.28,6.87,24.61,60,75.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
19015,22.5,1.063,1.014,6.42,65.43,6.4,29.5,60,75.0,,Specific Gravity,BIAB,1.0,American IPA,1.048,18.0
19016,11.73,1.047,1.011,4.68,11.46,3.65,18.93,75,65.0,,Specific Gravity,BIAB,0.35,Witbier,1.029,20.0
19017,19.0,1.06,1.014,6.26,66.31,8.13,27.0,60,66.0,3.0,Specific Gravity,All Grain,0.75,American IPA,1.042,19.0
19018,24.0,1.056,1.013,5.58,53.12,5.88,28.0,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.048,20.0
19019,18.93,1.048,1.012,4.71,43.41,5.13,22.71,60,70.0,1.25,Specific Gravity,All Grain,0.75,American Pale Ale,1.04,20.0
19020,23.0,1.05,1.012,4.9,29.87,4.96,28.0,60,70.0,,Specific Gravity,All Grain,0.75,American Pale Ale,1.041,18.0
19021,18.93,1.075,1.018,7.57,70.3,37.58,26.5,75,72.0,1.25,Specific Gravity,All Grain,1.25,American Stout,1.054,19.06
19022,18.93,1.074,1.018,7.24,0.0,7.68,22.71,60,75.0,,Specific Gravity,All Grain,,American IPA,1.3408930163447252,19.576690909090907
19023,37.85,1.052,1.01,5.54,26.62,21.0,43.53,60,70.0,1.5,Specific Gravity,All Grain,,American Brown Ale,1.046,20.0
19024,41.64,1.073,1.019,7.18,0.0,7.48,46.18,60,61.0,1.5,Specific Gravity,All Grain,1.25,American IPA,1.0659999999999998,21.11
19025,20.82,1.074,1.014,7.82,62.91,16.91,28.39,60,78.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.054,19.650700308959838
19026,20.82,1.057,1.014,5.61,20.71,10.48,24.61,60,72.0,,Specific Gravity,BIAB,1.25,Blonde Ale,1.048,20.0
19027,20.82,1.0659999999999998,1.013,6.98,49.87,6.87,28.39,90,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.048,20.0
19028,18.9,1.067,1.016,7.03,73.28,14.23,26.1,60,70.0,,Specific Gravity,BIAB,,American IPA,1.0490000000000002,18.0
19029,21.0,1.058,1.014,5.67,0.0,3.79,28.5,60,65.0,2.8,Specific Gravity,All Grain,,Saison,1.042,22.531239349341597
19030,17.03,1.065,1.011,6.99,52.09,4.19,20.82,70,70.0,,Specific Gravity,BIAB,,American IPA,1.053,17.78
19031,25.0,1.032,1.008,3.06,17.47,5.9,30.0,60,77.0,,Specific Gravity,BIAB,,American Pale Ale,1.026,17.0
19032,20.82,1.084,1.02,8.3,75.0,9.66,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.35,Blonde Ale,1.045,23.89
19033,24.61,1.051,1.012,5.12,67.59,10.22,11.36,60,35.0,,Specific Gravity,extract,,American IPA,1.04,22.22
19034,18.93,1.057,1.014,5.62,32.55,21.82,22.71,60,80.0,,Specific Gravity,BIAB,0.75,American Brown Ale,1.048,20.0
19035,20.82,1.068,1.017,6.64,83.55,9.01,28.39,60,75.0,,Specific Gravity,All Grain,,American IPA,1.0490000000000002,19.576690909090907
19036,18.93,1.09,1.022,8.83,0.0,44.27,30.28,60,70.0,1.5,Specific Gravity,All Grain,,American Light Lager,1.056,18.723183391003463
19037,18.93,1.094,1.014,10.49,174.44,8.87,11.36,90,70.0,,Specific Gravity,Partial Mash,0.35,Imperial IPA,1.157,21.11
19038,18.93,1.056,1.016,5.34,36.62,12.04,15.14,60,70.0,,Specific Gravity,BIAB,,American Amber Ale,1.2661630837657525,19.650700308959838
19039,20.82,1.052,1.012,5.2,91.08,7.79,15.14,60,35.0,,Specific Gravity,extract,,American IPA,1.071,19.576690909090907
19040,50.0,1.075,1.016,7.85,82.78,4.39,60.0,60,70.0,,Specific Gravity,All Grain,0.5,American Light Lager,1.063,29.0
19041,19.0,1.045,1.008,4.94,39.61,16.1,23.9,60,70.0,,Specific Gravity,BIAB,1.0,American Amber Ale,1.036,20.0
19042,21.0,1.05,1.009,5.29,33.82,10.79,11.0,30,35.0,,Specific Gravity,extract,,American Amber Ale,1.095,19.650700308959838
19043,18.93,1.073,1.017,7.36,110.19,8.73,13.25,60,35.0,,Specific Gravity,extract,,American IPA,1.105,19.576690909090907
19044,18.0,1.069,1.018,6.72,0.0,6.47,27.0,90,70.0,3.5714300000000003,Specific Gravity,All Grain,,American IPA,1.046,19.576690909090907
19045,36.2,1.063,1.012,6.6,87.09,7.77,42.0,60,75.0,3.5,Specific Gravity,All Grain,1.0,American IPA,1.054,19.0
19046,19.68,1.042,1.008,4.44,27.94,4.04,11.36,60,35.0,,Specific Gravity,extract,0.35,Blonde Ale,1.072,18.33
19047,21.0,1.058,1.014,5.69,42.53,7.4,11.0,60,75.0,,Specific Gravity,extract,,American Pale Ale,1.11,20.0
19048,18.93,1.07,1.015,7.14,35.83,5.82,11.36,60,35.0,,Specific Gravity,extract,0.35,Blonde Ale,1.089,23.89
19049,41.64,1.051,1.009,5.46,31.48,5.02,49.21,60,74.0,1.25,Specific Gravity,All Grain,0.75,American Pale Ale,1.043,21.11
19050,18.93,1.073,1.017,7.33,173.89,6.25,28.39,120,70.0,1.25,Specific Gravity,All Grain,,American IPA,1.0490000000000002,20.0
19051,8.0,1.028,1.004,3.21,12.77,2.51,9.0,60,70.0,,Specific Gravity,BIAB,0.5,Witbier,1.025,20.0
19052,20.82,1.061,1.011,6.57,104.39,7.83,30.28,60,70.0,,Specific Gravity,BIAB,,American IPA,1.042,20.0
19053,24.61,1.071,1.016,7.22,95.49,7.19,32.18,90,77.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.054,18.33
19054,19.87,1.069,1.014,7.22,74.38,9.2,28.39,60,60.0,1.1,Specific Gravity,All Grain,,American IPA,1.048,22.22
19055,20.82,1.022,1.006,2.21,0.0,3.42,28.39,60,35.0,1.5,Specific Gravity,All Grain,,Witbier,1.016,20.435561694290975
19056,22.71,1.041,1.009,4.15,24.34,8.11,30.28,70,70.0,1.4,Specific Gravity,All Grain,,Saison,1.031,20.0
19057,18.0,1.047,1.009,5.03,47.93,4.93,23.0,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.037,18.0
19058,20.0,1.057,1.011,5.96,46.43,6.05,23.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.0490000000000002,20.0
19059,3.79,1.061,1.015,6.05,37.99,19.47,5.3,60,35.0,,Specific Gravity,extract,,American Amber Ale,1.044,19.650700308959838
19060,80.0,1.055,1.017,5.0,34.04,6.06,100.0,60,70.0,2.75,Specific Gravity,All Grain,0.75,American Pale Ale,1.044,18.0
19061,5.68,1.054,1.013,5.36,19.3,3.9,3.79,60,70.0,1.5,Specific Gravity,All Grain,,Witbier,1.081,20.435561694290975
19062,9.0,1.067,1.011,7.34,65.01,10.91,7.0,60,35.0,,Specific Gravity,extract,1.25,American IPA,1.087,20.0
19063,20.82,1.05,1.01,5.34,18.16,11.01,11.36,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.092,21.11
19064,21.0,1.045,1.01,4.52,90.23,4.9,26.0,60,75.0,2.6,Specific Gravity,All Grain,0.35,American Pale Ale,1.036,19.0
19065,24.0,1.05,1.01,5.28,30.14,3.6,26.0,90,75.0,2.9,Specific Gravity,All Grain,,Saison,1.046,22.531239349341597
19066,20.82,1.068,1.019,6.45,62.41,37.08,28.39,60,75.0,1.3,Specific Gravity,All Grain,,American IPA,1.05,20.0
19067,20.8,1.053,1.013,5.23,35.35,7.25,22.0,60,35.0,,Specific Gravity,extract,,American Light Lager,1.05,18.723183391003463
19068,20.82,1.048,1.012,4.73,27.16,3.55,26.5,60,70.0,1.25,Specific Gravity,All Grain,0.5,American Pale Ale,1.038,18.89
19069,20.82,1.064,1.014,6.56,81.38,6.82,25.74,60,90.0,1.7,Specific Gravity,All Grain,1.0,American IPA,1.052,20.0
19070,12.0,1.093,1.003,11.93,26.19,14.1,10.0,60,70.0,3.0,Specific Gravity,All Grain,,Saison,1.112,22.531239349341597
19071,8.0,1.063,1.019,6.01,89.95,3.73,14.0,60,35.0,,Specific Gravity,extract,0.75,American IPA,1.036,20.0
19072,20.82,1.064,1.018,5.98,72.72,7.04,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.5,American IPA,1.047,17.78
19073,18.0,1.037,1.004,4.29,17.91,4.59,28.5,60,35.0,,Specific Gravity,BIAB,,American Light Lager,1.023,20.0
19074,75.0,1.045,1.008,4.82,19.7,3.49,81.0,60,82.0,3.0,Specific Gravity,All Grain,,Blonde Ale,1.041,19.237696693272518
19075,22.71,1.034,1.007,3.57,13.4,12.48,30.28,30,75.0,1.5,Specific Gravity,All Grain,0.5,American Amber Ale,1.025,23.89
19076,25.0,1.053,1.009,5.8,33.33,5.95,28.5,90,70.0,,Specific Gravity,BIAB,,American IPA,1.047,20.0
19077,19.87,1.051,1.011,5.2,42.86,6.91,25.55,60,65.0,1.3,Specific Gravity,All Grain,,American Pale Ale,1.039,20.0
19078,1150.0,1.038,1.007,4.14,9.0,3.0,1200.0,75,71.0,,Specific Gravity,BIAB,1.5,American Light Lager,1.037,12.0
19079,41.64,11.3762,2.40447,4.77,36.82,3.62,53.0,60,70.0,1.25,Plato,All Grain,0.35,American Pale Ale,9.0,20.0
19080,20.0,1.057,1.011,6.01,41.57,5.87,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.04,19.0
19081,21.0,1.04,1.008,4.25,23.31,11.53,25.0,60,55.0,3.0,Specific Gravity,All Grain,0.5,American Pale Ale,1.034,22.0
19082,10.0,1.058,1.011,6.22,59.05,6.75,14.0,60,65.0,3.0,Specific Gravity,All Grain,,American IPA,1.042,18.0
19083,18.93,1.074,1.021,6.97,92.53,5.69,30.28,75,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.046,17.22
19084,21.0,1.055,1.014,5.56,70.75,15.17,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American Amber Ale,1.041,22.0
19085,15.0,1.056,1.015,5.42,82.22,7.45,12.5,60,70.0,,Specific Gravity,Partial Mash,0.5,American IPA,1.042,21.0
19086,22.71,1.08,1.02,7.83,133.49,9.67,28.39,60,70.0,1.5,Specific Gravity,All Grain,,Imperial IPA,1.064,19.67822751322751
19087,4.5,11.9198,3.15015,4.69,41.06,7.79,6.5,30,70.0,,Plato,BIAB,0.35,American Pale Ale,8.4,22.0
19088,50.0,1.073,1.017,7.4,44.0,5.25,55.0,90,75.0,2.8,Specific Gravity,All Grain,1.0,American Light Lager,1.067,20.0
19089,17.03,1.065,1.019,6.12,67.08,15.48,20.82,60,40.0,1.5,Specific Gravity,All Grain,0.35,American IPA,1.054,21.11
19090,45.42,1.0759999999999998,1.018,7.6,11.0,44.96,56.78,90,72.0,1.5,Specific Gravity,All Grain,,Saison,1.06,20.0
19091,18.93,1.039,1.011,3.72,7.05,2.75,22.71,60,70.0,1.1,Specific Gravity,All Grain,1.5,American Light Lager,1.033,8.33
19092,110.0,1.054,1.011,5.75,0.0,3.62,110.0,60,68.0,3.1,Specific Gravity,All Grain,,Saison,1.054,22.0
19093,20.0,1.0590000000000002,1.016,5.53,41.67,8.9,14.0,60,85.0,,Specific Gravity,All Grain,,American Pale Ale,1.084,19.508305489260145
19094,20.82,1.09,1.022,8.9,138.15,12.3,28.39,60,60.0,1.35,Specific Gravity,All Grain,1.0,Imperial IPA,1.0659999999999998,20.0
19095,20.82,1.0590000000000002,1.013,6.04,15.25,9.02,1.89,60,70.0,1.5,Specific Gravity,All Grain,,American IPA,1.5,21.11
19096,20.82,1.072,1.018,7.16,64.21,5.59,28.39,90,70.0,,Specific Gravity,BIAB,0.75,American IPA,1.053,19.576690909090907
19097,21.0,1.0490000000000002,1.015,4.38,51.07,5.12,28.5,60,75.0,2.5,Specific Gravity,All Grain,1.0,American Pale Ale,1.036,19.0
19098,90.0,1.0590000000000002,1.014,5.95,39.78,13.06,94.5,60,77.0,2.5,Specific Gravity,All Grain,0.35,American Amber Ale,1.056,18.0
19099,18.93,1.07,1.015,7.2,51.7,5.88,26.5,60,75.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.05,17.78
19100,21.0,1.062,1.014,6.32,86.8,6.92,26.0,60,71.0,4.0,Specific Gravity,All Grain,0.75,American IPA,1.05,22.0
19101,24.61,1.067,1.017,6.62,96.23,11.57,22.71,60,80.0,,Specific Gravity,extract,0.35,American IPA,1.073,20.0
19102,24.0,1.058,1.014,5.87,28.17,16.87,30.0,60,75.0,3.0,Specific Gravity,All Grain,0.35,American Amber Ale,1.047,19.650700308959838
19103,30.28,15.5157,3.36484,6.58,91.71,6.28,37.85,60,70.0,,Plato,BIAB,0.35,American IPA,12.5,18.33
19104,29.0,1.048,1.01,5.08,15.13,3.74,33.0,90,80.0,3.0,Specific Gravity,All Grain,0.75,Blonde Ale,1.043,20.0
19105,33.0,1.065,1.012,7.03,78.3,6.06,39.0,60,78.0,2.7,Specific Gravity,All Grain,1.0,American IPA,1.055,17.0
19106,3.79,1.051,1.009,5.51,53.93,4.72,6.97,90,65.0,1.33,Specific Gravity,All Grain,,American Pale Ale,1.028,18.89
19107,18.93,1.07,1.016,7.07,0.0,14.9,18.93,60,75.0,,Specific Gravity,Partial Mash,,Imperial IPA,1.4894584221748401,19.67822751322751
19108,18.93,1.067,1.017,6.62,49.15,5.64,26.5,60,70.0,2.0,Specific Gravity,All Grain,0.0,American IPA,1.048,21.11
19109,19.87,1.041,1.008,4.28,0.0,2.63,23.66,60,75.0,1.5,Specific Gravity,All Grain,0.75,Saison,1.034,22.531239349341597
19110,23.0,1.0490000000000002,1.014,4.58,0.0,17.81,25.0,60,70.0,2.5,Specific Gravity,All Grain,0.5,Irish Red Ale,1.045,19.0
19111,20.82,1.064,1.016,6.25,30.84,6.92,30.28,90,45.0,1.25,Specific Gravity,All Grain,0.5,Saison,1.044,23.89
19112,18.93,1.055,1.014,5.42,0.0,18.41,18.93,60,75.0,,Specific Gravity,All Grain,,American Brown Ale,1.2288499335989376,19.499524680073122
19113,3.79,1.0490000000000002,1.012,4.9,10.96,6.83,4.73,20,60.0,1.5,Specific Gravity,All Grain,0.75,Blonde Ale,1.032,22.22
19114,20.0,1.051,1.01,5.41,28.21,3.82,27.0,60,65.0,3.0,Specific Gravity,All Grain,0.35,American Pale Ale,1.038,20.0
19115,41.64,1.07,1.018,6.87,56.08,6.84,49.21,60,75.0,,Specific Gravity,BIAB,1.0,American IPA,1.0590000000000002,21.11
19116,27.0,1.048,1.01,5.07,33.8,5.56,30.0,60,75.0,2.0,Specific Gravity,All Grain,,American Pale Ale,1.043,18.0
19117,11.36,1.053,1.013,5.18,63.75,4.8,3.79,60,70.0,,Specific Gravity,Partial Mash,0.35,American Pale Ale,1.158,20.0
19118,38.0,1.062,1.014,6.34,118.81,8.99,43.0,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.055,18.0
19119,15.52,1.05,1.01,5.32,71.14,9.46,18.93,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.041,20.0
19120,30.0,1.056,1.009,6.13,39.45,9.85,42.0,70,61.0,2.5,Specific Gravity,All Grain,,American Pale Ale,1.04,19.0
19121,11.36,1.06,1.02,5.24,82.23,14.61,14.2,60,52.0,,Specific Gravity,BIAB,0.5,American IPA,1.048,19.44
19122,22.71,1.073,1.017,7.34,87.76,5.52,28.01,60,66.0,1.5,Specific Gravity,All Grain,,American IPA,1.0590000000000002,19.44
19123,5.0,14.0118,2.3984,6.24,42.07,8.12,10.0,60,71.0,,Plato,BIAB,,American Pale Ale,7.2,20.0
19124,20.0,1.063,1.011,6.85,64.4,9.77,26.0,60,75.0,2.6,Specific Gravity,All Grain,0.35,American IPA,1.048,18.0
19125,19.87,1.053,1.015,4.94,31.53,3.23,26.5,90,75.0,1.6,Specific Gravity,All Grain,0.35,Saison,1.04,20.0
19126,121.13,1.0659999999999998,1.02,5.95,10.71,9.99,121.13,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.0659999999999998,20.0
19127,25.0,1.065,1.013,6.85,75.16,6.89,29.0,90,74.0,,Specific Gravity,All Grain,1.0,American IPA,1.056,18.0
19128,23.5,1.042,1.007,4.57,31.29,10.61,28.5,60,70.0,,Specific Gravity,BIAB,,American Pale Ale,1.034,22.0
19129,21.0,1.053,1.01,5.67,58.48,33.2,11.0,60,35.0,,Specific Gravity,extract,,American Stout,1.102,19.538883333333334
19130,18.93,1.054,1.017,4.87,55.05,12.53,9.46,60,35.0,,Specific Gravity,extract,0.35,American Pale Ale,1.108,18.33
19131,20.2,1.06,1.015,5.88,78.94,6.11,26.0,60,75.0,3.0,Specific Gravity,All Grain,,American Light Lager,1.046,18.723183391003463
19132,19.87,1.051,1.013,5.01,38.05,4.45,26.5,60,72.0,1.25,Specific Gravity,All Grain,0.5,American Pale Ale,1.038,18.89
19133,20.82,1.054,1.01,5.79,72.84,7.32,28.39,60,70.0,1.25,Specific Gravity,All Grain,,American IPA,1.039,20.0
19134,25.0,1.068,1.011,7.87,87.16,9.28,30.0,60,72.5,,Specific Gravity,BIAB,1.0,Imperial IPA,1.057,18.0
19135,21.0,1.052,1.012,5.28,28.0,8.44,25.0,60,70.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.044,22.0
19136,20.82,1.061,1.017,5.72,40.82,6.59,28.39,60,75.0,1.5,Specific Gravity,All Grain,,Blonde Ale,1.044,18.33
19137,18.93,1.056,1.015,5.42,29.61,7.2,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Pale Ale,1.037,21.11
19138,9.0,1.058,1.01,6.34,57.1,6.39,9.0,30,73.0,,Specific Gravity,BIAB,,American IPA,1.058,18.0
19139,60.57,1.064,1.016,6.57,33.86,5.24,85.17,90,70.0,1.2,Specific Gravity,All Grain,,Saison,1.046,22.531239349341597
19140,20.0,18.0233,3.93341,7.72,73.91,6.29,25.0,60,75.0,,Plato,BIAB,0.35,American IPA,14.6,18.0
19141,39.75,1.0590000000000002,1.014,5.93,37.25,21.22,45.42,60,65.0,1.5,Specific Gravity,All Grain,0.5,American Brown Ale,1.05,23.89
19142,20.0,1.05,1.008,5.51,32.68,6.73,28.5,60,68.0,3.0,Specific Gravity,All Grain,,American Pale Ale,1.035,20.0
19143,22.0,1.065,1.011,7.05,133.05,4.91,28.5,90,70.0,3.1,Specific Gravity,All Grain,0.75,American IPA,1.05,19.0
19144,22.71,1.068,1.011,7.5,319.46,5.69,28.39,90,80.0,1.25,Specific Gravity,All Grain,0.5,American IPA,1.054,19.576690909090907
19145,41.64,1.052,1.01,5.5,39.6,6.7,32.18,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.067,19.508305489260145
19146,20.82,1.048,1.012,4.72,37.22,8.03,22.71,60,35.0,,Specific Gravity,extract,,American Pale Ale,1.044,20.0
19147,20.82,1.0590000000000002,1.015,5.71,64.52,7.61,28.39,90,72.0,1.5,Specific Gravity,All Grain,,American IPA,1.043,21.11
19148,20.82,1.073,1.017,7.36,49.44,6.44,28.39,60,75.0,1.75,Specific Gravity,All Grain,,American IPA,1.053,17.78
19149,20.82,1.054,1.017,4.93,25.91,13.36,24.61,60,75.0,1.75,Specific Gravity,All Grain,0.75,American Amber Ale,1.046,20.0
19150,20.0,1.0490000000000002,1.014,4.52,35.84,5.69,25.0,60,68.0,2.5,Specific Gravity,All Grain,,American Pale Ale,1.039,15.0
19151,3.8,1.064,1.017,6.25,114.85,13.69,6.0,90,75.0,0.8,Specific Gravity,All Grain,0.35,American IPA,1.041,70.0
19152,18.93,1.057,1.02,4.98,37.96,40.0,28.39,60,70.0,,Specific Gravity,BIAB,0.75,American Stout,1.038,20.0
19153,20.82,1.047,1.012,4.65,28.97,18.16,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.35,American Brown Ale,1.035,20.0
19154,20.82,1.052,1.015,4.91,23.61,21.49,24.61,60,75.0,1.5,Specific Gravity,All Grain,0.35,Irish Red Ale,1.044,18.89
19155,20.82,1.055,1.014,5.37,45.48,17.64,11.36,60,75.0,,Specific Gravity,Partial Mash,,American Brown Ale,1.1,19.499524680073122
19156,20.82,1.0659999999999998,1.016,6.62,131.39,11.65,15.14,60,35.0,,Specific Gravity,extract,0.5,American IPA,1.091,20.0
19157,17.03,1.06,1.014,5.98,26.31,14.18,25.55,60,72.0,,Specific Gravity,BIAB,,American Amber Ale,1.04,19.650700308959838
19158,10.98,1.07,1.016,7.17,41.28,6.52,13.25,60,72.0,,Specific Gravity,BIAB,,American Pale Ale,1.058,19.508305489260145
19159,37.85,1.0490000000000002,1.014,4.63,34.88,15.03,47.32,60,35.0,,Specific Gravity,extract,0.5,Irish Red Ale,1.039,20.0
19160,20.0,1.067,1.013,7.16,85.66,7.11,30.0,90,72.0,3.0,Specific Gravity,All Grain,,American IPA,1.045,20.0
19161,17.5,11.6581,3.00078,4.62,35.98,3.36,10.0,90,70.0,3.0,Plato,All Grain,,Blonde Ale,19.8,19.237696693272518
19162,18.93,1.071,1.017,7.51,93.99,6.42,28.39,90,62.0,1.5,Specific Gravity,All Grain,,American IPA,1.047,19.576690909090907
19163,23.0,1.0590000000000002,1.014,5.91,56.22,20.8,26.0,60,70.0,3.0,Specific Gravity,All Grain,,American Brown Ale,1.052,18.0
19164,20.82,1.045,1.008,4.81,42.14,6.42,28.39,60,70.0,1.25,Specific Gravity,All Grain,0.35,American Pale Ale,1.033,16.67
19165,20.82,1.054,1.013,5.27,22.68,10.04,20.82,60,35.0,,Specific Gravity,Partial Mash,,American Amber Ale,1.054,18.33
19166,35.0,1.065,1.011,7.1,59.9,7.04,45.0,90,70.0,4.0,Specific Gravity,All Grain,0.5,American IPA,1.051,27.0
19167,20.82,1.058,1.014,5.7,37.77,30.44,28.39,60,70.0,,Specific Gravity,All Grain,,American Stout,1.042,19.538883333333334
19168,20.82,1.06,1.013,6.18,68.99,24.02,25.55,65,78.0,1.25,Specific Gravity,All Grain,0.75,American Brown Ale,1.0490000000000002,18.33
19169,100.0,1.0490000000000002,1.009,5.18,33.81,11.81,110.0,60,75.0,3.0,Specific Gravity,All Grain,,American Amber Ale,1.044,19.650700308959838
19170,37.85,1.055,1.01,5.98,41.92,8.48,53.0,60,70.0,2.2,Specific Gravity,All Grain,,American Pale Ale,1.04,18.33
19171,20.82,1.069,1.021,6.34,79.46,37.04,26.5,60,70.0,,Specific Gravity,All Grain,,American Brown Ale,1.2288499335989376,19.499524680073122
19172,20.82,1.051,1.013,4.98,34.98,32.65,28.39,60,65.0,1.5,Specific Gravity,All Grain,0.35,American Brown Ale,1.037,21.11
19173,22.71,1.055,1.02,4.65,38.08,5.42,27.63,60,60.0,,Specific Gravity,BIAB,0.75,American Pale Ale,1.045,20.0
19174,40.0,1.064,1.012,6.85,37.3,12.53,45.0,60,65.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.057,20.0
19175,14.0,1.065,1.017,6.34,58.67,50.0,19.0,70,78.0,,Specific Gravity,BIAB,,American Stout,1.048,16.0
19176,7.57,1.043,1.002,5.39,35.68,2.84,12.3,60,72.0,,Specific Gravity,BIAB,,Saison,1.026,22.531239349341597
19177,18.93,14.5172,3.74724,5.82,40.49,15.57,20.82,60,80.0,,Plato,Partial Mash,0.35,Irish Red Ale,13.3,19.262037037037036
19178,21.0,1.06,1.011,6.38,49.87,6.55,28.5,60,70.0,3.0,Specific Gravity,All Grain,,American IPA,1.044,20.0
19179,21.0,1.058,1.012,6.04,54.87,10.91,28.5,60,80.0,3.0,Specific Gravity,All Grain,,American IPA,1.043,20.0
19180,42.0,1.07,1.015,7.13,41.16,6.13,46.0,60,73.0,2.6,Specific Gravity,All Grain,,American IPA,1.064,18.0
19181,18.93,1.055,1.011,5.73,22.78,4.62,7.57,60,35.0,,Specific Gravity,extract,0.35,Saison,1.136,25.0
19182,18.93,1.101,1.03,9.32,100.42,10.91,15.14,60,70.0,,Specific Gravity,Partial Mash,,American IPA,1.126,19.576690909090907
19183,18.93,1.067,1.019,6.3,38.84,7.62,28.39,60,70.0,1.5,Specific Gravity,All Grain,,American Amber Ale,1.045,19.44
19184,21.77,1.067,1.013,7.08,79.7,5.65,26.5,60,75.0,1.3,Specific Gravity,All Grain,0.75,American IPA,1.055,19.576690909090907
19185,24.61,1.082,1.012,9.21,382.14,4.99,28.39,60,68.0,1.25,Specific Gravity,All Grain,0.35,Imperial IPA,1.071,21.11
19186,22.71,1.072,1.019,6.98,49.24,8.12,27.44,60,70.0,1.5,Specific Gravity,All Grain,0.75,American IPA,1.06,22.22
19187,21.0,1.079,1.022,7.46,42.93,6.73,24.0,60,75.0,,Specific Gravity,BIAB,,Saison,1.069,22.531239349341597
19188,4.5,1.063,1.017,5.95,66.42,6.28,7.0,60,70.0,,Specific Gravity,BIAB,,American IPA,1.04,21.0
19189,18.93,1.072,1.017,7.24,62.88,41.46,22.71,60,65.0,0.6,Specific Gravity,All Grain,0.35,American Stout,1.06,22.22
